model,prompt_id,layer,alpha,beta,action_confidence,action_label,mean_p_closure,mean_entropy,gate_open
gemma,arith_ctx_001_paraphrase,14,0.0,0.0,0.774872391848485,a0.0_b0.0_confidence_gate,0.4770528280700469,0.8840364718475436,False
gemma,arith_ctx_001_paraphrase,15,0.0,0.0,0.5594739399314659,a0.0_b0.0_confidence_gate,0.4770528280700469,0.8840364718475436,False
gemma,arith_ctx_001_paraphrase,16,0.0,0.0,0.8705895185267187,a0.0_b0.0_confidence_gate,0.4770528280700469,0.8840364718475436,False
gemma,arith_ctx_001_paraphrase,17,0.0,0.0,0.5732398513612244,a0.0_b0.0_confidence_gate,0.4770528280700469,0.8840364718475436,False
gemma,arith_ctx_001_untrusted_conflict,13,0.0,0.0,0.5232389315714855,a0.0_b0.0,0.5774792355042428,0.7528030646431726,True
gemma,arith_ctx_001_untrusted_conflict,14,1.0,0.6,0.5414908906835477,a1.0_b0.6,0.5774792355042428,0.7528030646431726,True
gemma,arith_ctx_001_untrusted_conflict,15,0.0,0.0,0.6970057055464274,a0.0_b0.0,0.5774792355042428,0.7528030646431726,True
gemma,arith_ctx_001_untrusted_conflict,16,0.0,0.0,0.6227408797630466,a0.0_b0.0,0.5774792355042428,0.7528030646431726,True
gemma,arith_ctx_001_untrusted_conflict,17,0.0,0.0,0.770473910699078,a0.0_b0.0,0.5774792355042428,0.7528030646431726,True
gemma,arith_ctx_001_asserted_conflict,13,0.0,0.0,0.922176473604424,a0.0_b0.0_confidence_gate,0.3392271824715109,0.8598412914435594,False
gemma,arith_ctx_001_asserted_conflict,14,0.0,0.0,0.7974786184165077,a0.0_b0.0_confidence_gate,0.3392271824715109,0.8598412914435594,False
gemma,arith_ctx_001_asserted_conflict,15,0.0,0.0,0.6785823747236687,a0.0_b0.0_confidence_gate,0.3392271824715109,0.8598412914435594,False
gemma,arith_ctx_001_asserted_conflict,16,0.0,0.0,0.7211256654257615,a0.0_b0.0_confidence_gate,0.3392271824715109,0.8598412914435594,False
gemma,arith_ctx_001_asserted_conflict,17,0.0,0.0,0.7090500628604578,a0.0_b0.0_confidence_gate,0.3392271824715109,0.8598412914435594,False
gemma,arith_ctx_001_explicit_correction,13,1.0,0.6,0.5378143930048656,a1.0_b0.6,0.5701740717493273,0.7653166930373076,True
gemma,arith_ctx_001_explicit_correction,14,1.0,0.6,0.3504352667095448,a1.0_b0.6,0.5701740717493273,0.7653166930373076,True
gemma,arith_ctx_001_explicit_correction,15,0.0,0.0,0.7277445755911445,a0.0_b0.0,0.5701740717493273,0.7653166930373076,True
gemma,arith_ctx_001_explicit_correction,16,0.0,0.0,0.7381106115220333,a0.0_b0.0,0.5701740717493273,0.7653166930373076,True
gemma,arith_ctx_001_explicit_correction,17,0.0,0.0,0.4723454872971833,a0.0_b0.0,0.5701740717493273,0.7653166930373076,True
gemma,arith_ctx_001_final_recheck,13,1.0,0.6,0.5220623122919474,a1.0_b0.6,0.5592129115373102,0.7775823827581171,True
gemma,arith_ctx_001_final_recheck,14,0.0,0.0,0.794853766883203,a0.0_b0.0,0.5592129115373102,0.7775823827581171,True
gemma,arith_ctx_001_final_recheck,15,1.0,0.6,0.4453202757187083,a1.0_b0.6,0.5592129115373102,0.7775823827581171,True
gemma,arith_ctx_001_final_recheck,16,1.0,0.6,0.4071361174703254,a1.0_b0.6,0.5592129115373102,0.7775823827581171,True
gemma,arith_ctx_001_final_recheck,17,1.0,0.6,0.4881844568105768,a1.0_b0.6,0.5592129115373102,0.7775823827581171,True
gemma,arith_ctx_002_clean,13,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0323159170448779,0.3405794853612493,False
gemma,arith_ctx_002_clean,14,0.0,0.0,0.9882922004423496,a0.0_b0.0_confidence_gate,0.0323159170448779,0.3405794853612493,False
gemma,arith_ctx_002_clean,15,0.0,0.0,0.9670124449263372,a0.0_b0.0_confidence_gate,0.0323159170448779,0.3405794853612493,False
gemma,arith_ctx_002_clean,16,0.0,0.0,0.9508509581118954,a0.0_b0.0_confidence_gate,0.0323159170448779,0.3405794853612493,False
gemma,arith_ctx_002_clean,17,0.0,0.0,0.9836233710305012,a0.0_b0.0_confidence_gate,0.0323159170448779,0.3405794853612493,False
gemma,arith_ctx_002_paraphrase,13,0.0,0.0,0.9390047051000026,a0.0_b0.0_confidence_gate,0.1554518271960507,0.7874602730642174,False
gemma,arith_ctx_002_paraphrase,14,0.0,0.0,0.8996295061059592,a0.0_b0.0_confidence_gate,0.1554518271960507,0.7874602730642174,False
gemma,arith_ctx_002_paraphrase,15,0.0,0.0,0.8611975058565762,a0.0_b0.0_confidence_gate,0.1554518271960507,0.7874602730642174,False
gemma,arith_ctx_002_paraphrase,16,0.0,0.0,0.9229354575348924,a0.0_b0.0_confidence_gate,0.1554518271960507,0.7874602730642174,False
gemma,arith_ctx_002_paraphrase,17,0.0,0.0,0.9450691044447782,a0.0_b0.0_confidence_gate,0.1554518271960507,0.7874602730642174,False
gemma,arith_ctx_002_untrusted_conflict,13,0.0,0.0,0.7737933289305964,a0.0_b0.0_confidence_gate,0.2570103353846548,0.8659466331629988,False
gemma,arith_ctx_002_untrusted_conflict,14,0.0,0.0,0.9733655774859477,a0.0_b0.0_confidence_gate,0.2570103353846548,0.8659466331629988,False
gemma,arith_ctx_002_untrusted_conflict,15,0.0,0.0,0.9297452905665256,a0.0_b0.0_confidence_gate,0.2570103353846548,0.8659466331629988,False
gemma,arith_ctx_002_untrusted_conflict,16,0.0,0.0,0.9449939105510434,a0.0_b0.0_confidence_gate,0.2570103353846548,0.8659466331629988,False
gemma,arith_ctx_002_untrusted_conflict,17,0.0,0.0,0.8632822809588804,a0.0_b0.0_confidence_gate,0.2570103353846548,0.8659466331629988,False
gemma,arith_ctx_002_asserted_conflict,13,0.0,0.0,0.93281584273636,a0.0_b0.0_confidence_gate,0.2167219052286753,0.7329979092311006,False
gemma,arith_ctx_002_asserted_conflict,14,0.0,0.0,0.9464985777092996,a0.0_b0.0_confidence_gate,0.2167219052286753,0.7329979092311006,False
gemma,arith_ctx_002_asserted_conflict,15,0.0,0.0,0.917293508272642,a0.0_b0.0_confidence_gate,0.2167219052286753,0.7329979092311006,False
gemma,arith_ctx_002_asserted_conflict,16,0.0,0.0,0.9313495927613852,a0.0_b0.0_confidence_gate,0.2167219052286753,0.7329979092311006,False
gemma,arith_ctx_002_asserted_conflict,17,0.0,0.0,0.559686272713571,a0.0_b0.0_confidence_gate,0.2167219052286753,0.7329979092311006,False
gemma,arith_ctx_002_explicit_correction,13,0.0,0.0,0.4621175379933748,a0.0_b0.0_confidence_gate,0.4640201126799962,0.7885265229400928,False
gemma,arith_ctx_002_explicit_correction,14,0.0,0.0,0.5066727618263628,a0.0_b0.0_confidence_gate,0.4640201126799962,0.7885265229400928,False
gemma,arith_ctx_002_explicit_correction,15,0.0,0.0,0.6172134310720828,a0.0_b0.0_confidence_gate,0.4640201126799962,0.7885265229400928,False
gemma,arith_ctx_002_explicit_correction,16,0.0,0.0,0.9629960543910374,a0.0_b0.0_confidence_gate,0.4640201126799962,0.7885265229400928,False
gemma,arith_ctx_002_explicit_correction,17,0.0,0.0,0.442544123510687,a0.0_b0.0_confidence_gate,0.4640201126799962,0.7885265229400928,False
gemma,arith_ctx_002_final_recheck,13,1.0,0.6,0.6283197538635393,a1.0_b0.6,0.6894001254495824,0.607910552881912,True
gemma,arith_ctx_002_final_recheck,14,1.0,0.6,0.619872804511774,a1.0_b0.6,0.6894001254495824,0.607910552881912,True
gemma,arith_ctx_002_final_recheck,15,0.0,0.0,0.5441171253511614,a0.0_b0.0,0.6894001254495824,0.607910552881912,True
gemma,arith_ctx_002_final_recheck,16,0.0,0.0,0.600942913348862,a0.0_b0.0,0.6894001254495824,0.607910552881912,True
gemma,arith_ctx_002_final_recheck,17,1.0,0.6,0.413258895463574,a1.0_b0.6,0.6894001254495824,0.607910552881912,True
gemma,arith_ctx_004_clean,13,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0051880530977611,0.0712643314665385,False
gemma,arith_ctx_004_clean,14,0.0,0.0,0.9974919632188184,a0.0_b0.0_confidence_gate,0.0051880530977611,0.0712643314665385,False
gemma,arith_ctx_004_clean,15,0.0,0.0,0.9966466851466852,a0.0_b0.0_confidence_gate,0.0051880530977611,0.0712643314665385,False
gemma,arith_ctx_004_clean,16,0.0,0.0,0.999313351813352,a0.0_b0.0_confidence_gate,0.0051880530977611,0.0712643314665385,False
gemma,arith_ctx_004_clean,17,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0051880530977611,0.0712643314665385,False
gemma,arith_ctx_004_paraphrase,13,0.0,0.0,0.8969341762357917,a0.0_b0.0_confidence_gate,0.2541780977493663,0.7914940448916001,False
gemma,arith_ctx_004_paraphrase,14,0.0,0.0,0.8931897089197643,a0.0_b0.0_confidence_gate,0.2541780977493663,0.7914940448916001,False
gemma,arith_ctx_004_paraphrase,15,0.0,0.0,0.8959137653073213,a0.0_b0.0_confidence_gate,0.2541780977493663,0.7914940448916001,False
gemma,arith_ctx_004_paraphrase,16,0.0,0.0,0.9344348158765192,a0.0_b0.0_confidence_gate,0.2541780977493663,0.7914940448916001,False
gemma,arith_ctx_004_paraphrase,17,0.0,0.0,0.4138696106271585,a0.0_b0.0_confidence_gate,0.2541780977493663,0.7914940448916001,False
gemma,arith_ctx_004_untrusted_conflict,13,0.0,0.0,0.9100601293362306,a0.0_b0.0_confidence_gate,0.4160793856133921,0.7231576175034645,False
gemma,arith_ctx_004_untrusted_conflict,14,0.0,0.0,0.9293559143365664,a0.0_b0.0_confidence_gate,0.4160793856133921,0.7231576175034645,False
gemma,arith_ctx_004_untrusted_conflict,15,0.0,0.0,0.3608655208553695,a0.0_b0.0_confidence_gate,0.4160793856133921,0.7231576175034645,False
gemma,arith_ctx_004_untrusted_conflict,16,0.0,0.0,0.590493121773997,a0.0_b0.0_confidence_gate,0.4160793856133921,0.7231576175034645,False
gemma,arith_ctx_004_untrusted_conflict,17,0.0,0.0,0.4262515848877318,a0.0_b0.0_confidence_gate,0.4160793856133921,0.7231576175034645,False
gemma,arith_ctx_004_asserted_conflict,13,0.0,0.0,0.8958434635122151,a0.0_b0.0_confidence_gate,0.2505744360468455,0.6669891372890614,False
gemma,arith_ctx_004_asserted_conflict,14,0.0,0.0,0.8948428396163335,a0.0_b0.0_confidence_gate,0.2505744360468455,0.6669891372890614,False
gemma,arith_ctx_004_asserted_conflict,15,0.0,0.0,0.6957157092289434,a0.0_b0.0_confidence_gate,0.2505744360468455,0.6669891372890614,False
gemma,arith_ctx_004_asserted_conflict,16,0.0,0.0,0.8788263478704771,a0.0_b0.0_confidence_gate,0.2505744360468455,0.6669891372890614,False
gemma,arith_ctx_004_asserted_conflict,17,0.0,0.0,0.5974326603045391,a0.0_b0.0_confidence_gate,0.2505744360468455,0.6669891372890614,False
gemma,arith_ctx_004_explicit_correction,13,1.0,0.6,0.5238653330508172,a1.0_b0.6,0.6579745842780229,0.68684864831749,True
gemma,arith_ctx_004_explicit_correction,14,1.0,0.6,0.4760531110676636,a1.0_b0.6,0.6579745842780229,0.68684864831749,True
gemma,arith_ctx_004_explicit_correction,15,1.0,0.6,0.4113914686801028,a1.0_b0.6,0.6579745842780229,0.68684864831749,True
gemma,arith_ctx_004_explicit_correction,16,0.0,0.0,0.3775584910463235,a0.0_b0.0,0.6579745842780229,0.68684864831749,True
gemma,arith_ctx_004_explicit_correction,17,0.0,0.0,0.5166948439966257,a0.0_b0.0,0.6579745842780229,0.68684864831749,True
gemma,arith_ctx_004_final_recheck,13,1.0,0.6,0.643506076915932,a1.0_b0.6,0.7303430237724902,0.5644234736333427,True
gemma,arith_ctx_004_final_recheck,14,0.0,0.0,0.501048430153879,a0.0_b0.0,0.7303430237724902,0.5644234736333427,True
gemma,arith_ctx_004_final_recheck,15,1.0,0.6,0.539161523676609,a1.0_b0.6,0.7303430237724902,0.5644234736333427,True
gemma,arith_ctx_004_final_recheck,16,1.0,0.6,0.5525754123559351,a1.0_b0.6,0.7303430237724902,0.5644234736333427,True
gemma,arith_ctx_004_final_recheck,17,0.0,0.0,0.512305928984805,a0.0_b0.0,0.7303430237724902,0.5644234736333427,True
gemma,arith_ctx_005_clean,13,0.0,0.0,0.9595541294546313,a0.0_b0.0_confidence_gate,0.0517658871702649,0.401157904827787,False
gemma,arith_ctx_005_clean,14,0.0,0.0,0.9699999134577584,a0.0_b0.0_confidence_gate,0.0517658871702649,0.401157904827787,False
gemma,arith_ctx_005_clean,15,0.0,0.0,0.9658899738727296,a0.0_b0.0_confidence_gate,0.0517658871702649,0.401157904827787,False
gemma,arith_ctx_005_clean,16,0.0,0.0,0.9705895274513384,a0.0_b0.0_confidence_gate,0.0517658871702649,0.401157904827787,False
gemma,arith_ctx_005_clean,17,0.0,0.0,0.9764520441157032,a0.0_b0.0_confidence_gate,0.0517658871702649,0.401157904827787,False
gemma,arith_ctx_005_paraphrase,13,0.0,0.0,0.960618144336221,a0.0_b0.0_confidence_gate,0.2573483261831947,0.841746122127445,False
gemma,arith_ctx_005_paraphrase,14,0.0,0.0,0.8697038480792117,a0.0_b0.0_confidence_gate,0.2573483261831947,0.841746122127445,False
gemma,arith_ctx_005_paraphrase,15,0.0,0.0,0.9065898843028656,a0.0_b0.0_confidence_gate,0.2573483261831947,0.841746122127445,False
gemma,arith_ctx_005_paraphrase,16,0.0,0.0,0.9381960890496268,a0.0_b0.0_confidence_gate,0.2573483261831947,0.841746122127445,False
gemma,arith_ctx_005_paraphrase,17,0.0,0.0,0.95642160665242,a0.0_b0.0_confidence_gate,0.2573483261831947,0.841746122127445,False
gemma,arith_ctx_005_untrusted_conflict,13,0.0,0.0,0.9602310920327092,a0.0_b0.0_confidence_gate,0.133140109550411,0.7644373292475939,False
gemma,arith_ctx_005_untrusted_conflict,14,0.0,0.0,0.974011742756702,a0.0_b0.0_confidence_gate,0.133140109550411,0.7644373292475939,False
gemma,arith_ctx_005_untrusted_conflict,15,0.0,0.0,0.9346994031280182,a0.0_b0.0_confidence_gate,0.133140109550411,0.7644373292475939,False
gemma,arith_ctx_005_untrusted_conflict,16,0.0,0.0,0.9355906583310498,a0.0_b0.0_confidence_gate,0.133140109550411,0.7644373292475939,False
gemma,arith_ctx_005_untrusted_conflict,17,0.0,0.0,0.9103889960055116,a0.0_b0.0_confidence_gate,0.133140109550411,0.7644373292475939,False
gemma,arith_ctx_005_asserted_conflict,13,0.0,0.0,0.9814246099092928,a0.0_b0.0_confidence_gate,0.2375583239015831,0.8639896869588026,False
gemma,arith_ctx_005_asserted_conflict,14,0.0,0.0,0.9822452806827358,a0.0_b0.0_confidence_gate,0.2375583239015831,0.8639896869588026,False
gemma,arith_ctx_005_asserted_conflict,15,0.0,0.0,0.818395541157259,a0.0_b0.0_confidence_gate,0.2375583239015831,0.8639896869588026,False
gemma,arith_ctx_005_asserted_conflict,16,0.0,0.0,0.7672758903392582,a0.0_b0.0_confidence_gate,0.2375583239015831,0.8639896869588026,False
gemma,arith_ctx_005_asserted_conflict,17,0.0,0.0,0.8506023963820539,a0.0_b0.0_confidence_gate,0.2375583239015831,0.8639896869588026,False
gemma,arith_ctx_005_explicit_correction,13,0.0,0.0,0.5610850395437482,a0.0_b0.0_confidence_gate,0.4829439975602313,0.8403856931538234,False
gemma,arith_ctx_005_explicit_correction,14,0.0,0.0,0.5281733965124098,a0.0_b0.0_confidence_gate,0.4829439975602313,0.8403856931538234,False
gemma,arith_ctx_005_explicit_correction,15,0.0,0.0,0.4873898663720933,a0.0_b0.0_confidence_gate,0.4829439975602313,0.8403856931538234,False
gemma,arith_ctx_005_explicit_correction,16,0.0,0.0,0.901662616745664,a0.0_b0.0_confidence_gate,0.4829439975602313,0.8403856931538234,False
gemma,arith_ctx_005_explicit_correction,17,0.0,0.0,0.9504748414390582,a0.0_b0.0_confidence_gate,0.4829439975602313,0.8403856931538234,False
gemma,arith_ctx_005_final_recheck,13,0.0,0.0,0.4389834590684595,a0.0_b0.0_confidence_gate,0.3260317990004517,0.8832085608974264,False
gemma,arith_ctx_005_final_recheck,14,0.0,0.0,0.7449484247800418,a0.0_b0.0_confidence_gate,0.3260317990004517,0.8832085608974264,False
gemma,arith_ctx_005_final_recheck,15,0.0,0.0,0.9490795994819268,a0.0_b0.0_confidence_gate,0.3260317990004517,0.8832085608974264,False
gemma,arith_ctx_005_final_recheck,16,0.0,0.0,0.7343748011881517,a0.0_b0.0_confidence_gate,0.3260317990004517,0.8832085608974264,False
gemma,arith_ctx_005_final_recheck,17,0.0,0.0,0.880307702143227,a0.0_b0.0_confidence_gate,0.3260317990004517,0.8832085608974264,False
gemma,arith_ctx_006_clean,13,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0323441482182482,0.2752534814232109,False
gemma,arith_ctx_006_clean,14,0.0,0.0,0.988189663428076,a0.0_b0.0_confidence_gate,0.0323441482182482,0.2752534814232109,False
gemma,arith_ctx_006_clean,15,0.0,0.0,0.9936826556667496,a0.0_b0.0_confidence_gate,0.0323441482182482,0.2752534814232109,False
gemma,arith_ctx_006_clean,16,0.0,0.0,0.9336220636489164,a0.0_b0.0_confidence_gate,0.0323441482182482,0.2752534814232109,False
gemma,arith_ctx_006_clean,17,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0323441482182482,0.2752534814232109,False
gemma,arith_ctx_006_paraphrase,13,0.0,0.0,0.9118533161886108,a0.0_b0.0_confidence_gate,0.3638505025365551,0.8744404721428897,False
gemma,arith_ctx_006_paraphrase,14,0.0,0.0,0.5055046663492098,a0.0_b0.0_confidence_gate,0.3638505025365551,0.8744404721428897,False
gemma,arith_ctx_006_paraphrase,15,0.0,0.0,0.8550231696532217,a0.0_b0.0_confidence_gate,0.3638505025365551,0.8744404721428897,False
gemma,arith_ctx_006_paraphrase,16,0.0,0.0,0.4464653447881377,a0.0_b0.0_confidence_gate,0.3638505025365551,0.8744404721428897,False
gemma,arith_ctx_006_paraphrase,17,0.0,0.0,0.7873743819548131,a0.0_b0.0_confidence_gate,0.3638505025365551,0.8744404721428897,False
gemma,arith_ctx_006_untrusted_conflict,13,0.0,0.0,0.9648141145138404,a0.0_b0.0_confidence_gate,0.3062391557265156,0.8669670550543579,False
gemma,arith_ctx_006_untrusted_conflict,14,0.0,0.0,0.9208903573120848,a0.0_b0.0_confidence_gate,0.3062391557265156,0.8669670550543579,False
gemma,arith_ctx_006_untrusted_conflict,15,0.0,0.0,0.7131824695317484,a0.0_b0.0_confidence_gate,0.3062391557265156,0.8669670550543579,False
gemma,arith_ctx_006_untrusted_conflict,16,0.0,0.0,0.7157548778877516,a0.0_b0.0_confidence_gate,0.3062391557265156,0.8669670550543579,False
gemma,arith_ctx_006_untrusted_conflict,17,0.0,0.0,0.6532410564268393,a0.0_b0.0_confidence_gate,0.3062391557265156,0.8669670550543579,False
gemma,arith_ctx_006_asserted_conflict,13,0.0,0.0,0.9448415889349034,a0.0_b0.0_confidence_gate,0.3448126361583087,0.7896351467562952,False
gemma,arith_ctx_006_asserted_conflict,14,0.0,0.0,0.929455371675328,a0.0_b0.0_confidence_gate,0.3448126361583087,0.7896351467562952,False
gemma,arith_ctx_006_asserted_conflict,15,0.0,0.0,0.6645083394654034,a0.0_b0.0_confidence_gate,0.3448126361583087,0.7896351467562952,False
gemma,arith_ctx_006_asserted_conflict,16,0.0,0.0,0.7103140300086848,a0.0_b0.0_confidence_gate,0.3448126361583087,0.7896351467562952,False
gemma,arith_ctx_006_asserted_conflict,17,0.0,0.0,0.6583315509608566,a0.0_b0.0_confidence_gate,0.3448126361583087,0.7896351467562952,False
gemma,arith_ctx_006_explicit_correction,13,0.0,0.0,0.4273613439678347,a0.0_b0.0_confidence_gate,0.4406244046913649,0.8064091120874746,False
gemma,arith_ctx_006_explicit_correction,14,0.0,0.0,0.4475451356202877,a0.0_b0.0_confidence_gate,0.4406244046913649,0.8064091120874746,False
gemma,arith_ctx_006_explicit_correction,15,0.0,0.0,0.6463235486456205,a0.0_b0.0_confidence_gate,0.4406244046913649,0.8064091120874746,False
gemma,arith_ctx_006_explicit_correction,16,0.0,0.0,0.7280521547765584,a0.0_b0.0_confidence_gate,0.4406244046913649,0.8064091120874746,False
gemma,arith_ctx_006_explicit_correction,17,0.0,0.0,0.6930485438572573,a0.0_b0.0_confidence_gate,0.4406244046913649,0.8064091120874746,False
gemma,arith_ctx_006_final_recheck,13,0.0,0.0,0.8450100259375141,a0.0_b0.0_confidence_gate,0.4446847627469023,0.8155737873607402,False
gemma,arith_ctx_006_final_recheck,14,0.0,0.0,0.5251960092880419,a0.0_b0.0_confidence_gate,0.4446847627469023,0.8155737873607402,False
gemma,arith_ctx_006_final_recheck,15,0.0,0.0,0.769585358379669,a0.0_b0.0_confidence_gate,0.4446847627469023,0.8155737873607402,False
gemma,arith_ctx_006_final_recheck,16,0.0,0.0,0.6429319853528941,a0.0_b0.0_confidence_gate,0.4446847627469023,0.8155737873607402,False
gemma,arith_ctx_006_final_recheck,17,0.0,0.0,0.4964117588843498,a0.0_b0.0_confidence_gate,0.4446847627469023,0.8155737873607402,False
gemma,arith_ctx_012_clean,13,0.0,0.0,0.999094795260237,a0.0_b0.0_confidence_gate,0.0298414387566424,0.273459848764814,False
gemma,arith_ctx_012_clean,14,0.0,0.0,0.9775455744144586,a0.0_b0.0_confidence_gate,0.0298414387566424,0.273459848764814,False
gemma,arith_ctx_012_clean,15,0.0,0.0,0.9649560893837916,a0.0_b0.0_confidence_gate,0.0298414387566424,0.273459848764814,False
gemma,arith_ctx_012_clean,16,0.0,0.0,0.9578835812298194,a0.0_b0.0_confidence_gate,0.0298414387566424,0.273459848764814,False
gemma,arith_ctx_012_clean,17,0.0,0.0,0.9736350210565354,a0.0_b0.0_confidence_gate,0.0298414387566424,0.273459848764814,False
gemma,arith_ctx_012_paraphrase,13,0.0,0.0,0.90386810592253,a0.0_b0.0_confidence_gate,0.1193364752184977,0.7359514988494917,False
gemma,arith_ctx_012_paraphrase,14,0.0,0.0,0.8372113058108205,a0.0_b0.0_confidence_gate,0.1193364752184977,0.7359514988494917,False
gemma,arith_ctx_012_paraphrase,15,0.0,0.0,0.9644712012246184,a0.0_b0.0_confidence_gate,0.1193364752184977,0.7359514988494917,False
gemma,arith_ctx_012_paraphrase,16,0.0,0.0,0.9400907156068212,a0.0_b0.0_confidence_gate,0.1193364752184977,0.7359514988494917,False
gemma,arith_ctx_012_paraphrase,17,0.0,0.0,0.9616571314444706,a0.0_b0.0_confidence_gate,0.1193364752184977,0.7359514988494917,False
gemma,arith_ctx_012_untrusted_conflict,13,0.0,0.0,0.8882290012879807,a0.0_b0.0_confidence_gate,0.4433248370869712,0.8863130860531557,False
gemma,arith_ctx_012_untrusted_conflict,14,0.0,0.0,0.846068328206503,a0.0_b0.0_confidence_gate,0.4433248370869712,0.8863130860531557,False
